ID	地点番号	駅名	世代	年齢(調査時)	開始時刻	出身地	生年	性別	1009とうもろこし<家>	1009とうもろこし<TV>	1013片足とび<家>	1013片足とび<TV>	1016びり<家>	1016びり<TV>	1007あざができる<家>	1007あざができる[あざ-]<家>	1007あざができる[-が-]<家>	1007あざができる[-できる]<家>	1007あざができる<TV>
24	NI1706	西金沢	中	55	13:04	1	1952	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		NN	NN	"ｼﾇ,ｼﾝﾄﾞﾙ"	
24	NI1706	西金沢	若	36	10:00	1	1972	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｻｲｺﾞ"	ﾋﾞﾘ		ｱｵﾀﾝ	ﾆ	ﾅﾙ	
24	NI1706	西金沢	少	14	13:00	1	1994	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾃﾞｼﾞｬﾝﾌﾟ	ﾋﾞﾘ	ﾋﾞﾘ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
25	NI1707	野々市	高	78	13:55	99	1930	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺﾞ		ｱｻﾞ	ﾆ	ﾅﾙ	
25	NI1707	野々市	中	58	14:00	2	1950	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘｯｹﾂ	ﾋﾞﾘ		NN	NN	"ｼﾇ,ｼﾝﾀﾞ"	
25	NI1707	野々市	若	39	14:00	1	1969	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ		ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	
25	NI1707	野々市	少	13	13:55	1	1994	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ｲﾁﾊﾞﾝｻｲｺﾞ		ｱｻﾞ	φ	ﾃﾞｷﾙ	
26	NI1708	松任	高	69	10:00	3<石同町>	1939	男	ﾄｰﾓﾛｺｼ	ﾄｰｷﾋﾞ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾋﾟ,ﾋﾞﾘ,ﾋﾟﾘ"	ｵｼﾏｲ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
26	NI1708	松任	中	59	9:05	1	1948	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	"ｹﾝｹﾝｱﾙｷ,ｶﾀｹﾞﾄﾋﾞ"	ｹﾞｯﾍﾟ	ﾄﾞﾝｼﾞﾘ		"ﾅｲｼｭｯｹﾂ,NN"	"ﾆ,NN"	"ﾅﾙ,ｼﾝﾀﾞ"	
26	NI1708	松任	若	22	10:00	1	1985	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾍﾞ"	ﾋﾞﾘ		ｱｵｱｻﾞ	φ	ﾃﾞｷﾙ	
26	NI1708	松任	少	14	13:50	1	1993	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺｰﾋﾞ		NN	NN	ｼﾝﾀﾞ	
27	NI1709	加賀笠間	高	67	14:05	1	1941	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞﾍﾞ	ﾋﾞﾘ		ｱｵｱｻﾞ	φ	ﾃﾞｷﾙ	
27	NI1709	加賀笠間	中	57	14:08	1	1951	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾄﾞﾝｼﾞﾘ	ﾋﾞﾘ		ｱｻﾞ	ｶﾞ	"ﾃﾞｷﾙ,ｼﾇ"	
27	NI1709	加賀笠間	若	38	14:09	1	1970	男	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾍﾞ"	ﾋﾞﾘ		NN	NN	ｼﾝﾀﾞ	
27	NI1709	加賀笠間	少	13	14:05	1	1994	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		ｱｻﾞ	φ	ﾃﾞｷﾙ	
28	NI1710	美川	高	67	11:00	1	1941	男	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾄﾞﾍﾞ,ｹﾞｯﾄ"	ﾋﾞﾘ		NN	NN	ｼﾇ	
28	NI1710	美川	中	46	10:04	2	1961	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ｹﾞﾍﾞ,ｹﾞｯﾄｯﾋﾟｰ"	ｻｲｺﾞ		ｱｻﾞ	φ	ﾃﾞｷﾙ	
28	NI1710	美川	若	32	10:05	2	1976	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞﾍﾞ,ﾄﾞﾍﾞ"	"ﾋﾞﾘ,ｻｲｶｲ"		ｱｻﾞ	ﾆ	ﾅﾙ	
28	NI1710	美川	少	13	11:20	1	1995	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		NN	NN	ｼﾇ	
29	NI1711	小舞子	高	75	10:06	1	1933	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄ	ﾋﾞﾘ		ｱｻﾞ	ﾆ	ﾅﾙ	
29	NI1711	小舞子	中	58	14:00	2	1949	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｽ"	"ﾋﾞﾘ,ﾄﾞﾝｼﾞﾘ"		ｱｻﾞ	"ｶﾞ,ﾆ"	"ﾃﾞｷﾙ,ﾅﾙ"	
29	NI1711	小舞子	若	30	14:00	1	1977	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞﾋﾞ	ｻｲｶｲ		ｱｻﾞ	ﾆ	ﾅﾙ	
29	NI1711	小舞子	少	13	13:50	1	1995	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞﾍﾞ	ｹﾞﾍﾞ		ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	
30	NI1712	寺井	高	76	9:00	1	1932	男	ﾄｰｷﾋﾞ	ﾄｰｷﾋﾞ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾍﾟ	ﾋﾞﾘ		ｱｻﾞ	ﾆ	ﾅﾙ	
30	NI1712	寺井	高	72	10:00	1	1936	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ﾋﾟｮﾝﾋﾟｮﾝﾄﾋﾞ	ﾋﾟｮﾝﾋﾟｮﾝﾄﾋﾞ	ｹﾞｿｯﾍﾟ	ﾗｽﾄ		NN	NN	ｼﾝﾀﾞ	
30	NI1712	寺井	中	58	8:55	1	1950	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾂ	ｻｲｺﾞ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
30	NI1712	寺井	中	41	10:03	1	1967	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾞﾍﾞ	ｻｲｺﾞ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
30	NI1712	寺井	若	26	19:00	1	1982	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾞﾍﾞ	ﾋﾞﾘ		ｱｻﾞ	ﾆ	ﾅﾙ	
30	NI1712	寺井	少	11	14:00	1	1997	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ｹﾞﾍﾞ	ｻｲｺﾞ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
